OBJECTID,DC_DIST,SECTOR,DISPATCH_DATE_TIME,LOCATION_BLOCK,UCR_GENERAL,TEXT_GENERAL_CODE,DIV_NAME,PSA_NUM,UCR_CATEGORY,UCR_Type,DISPATCH_DATE_TIME_MS,HH,MM,SS,SSS,x,y
1551,24,2,12/23/2019 9:54:00 AM,3100 BLOCK JASPER ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,12/23/2019 9:54:04 AM,4,54,4,183,-75.1147,39.9939
1552,24,2,4/10/2019 5:33:00 PM,600 BLOCK E CLEARFIELD ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,4/10/2019 5:33:04 PM,13,33,4,184,-75.1194,39.9957
1553,24,2,10/28/2019 12:38:00 PM,1800 BLOCK E MONMOUTH ST,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,10/28/2019 12:38:04 PM,8,38,4,190,-75.1197,39.993
1554,24,2,10/31/2019 11:35:00 PM,3100 BLOCK KENSINGTON AVE,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,10/31/2019 11:35:04 PM,19,35,4,207,-75.1133,39.9965
1555,24,2,11/5/2019 8:02:00 PM,F ST / E CLEMENTINE ST,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,11/5/2019 8:02:04 PM,15,2,4,207,-75.1176,39.9958
1556,24,2,8/17/2019 8:25:00 PM,3100 BLOCK KENSINGTON AVE,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,8/17/2019 8:25:04 PM,16,25,4,226,-75.1158,39.9952
1557,24,2,10/17/2019 2:19:00 PM,3100 BLOCK KENSINGTON AVE,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,10/17/2019 2:19:04 PM,10,19,4,227,-75.1135,39.9964
1558,24,2,9/12/2019 12:42:00 AM,3000 BLOCK E ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,9/12/2019 12:42:04 AM,20,42,4,227,-75.12,39.9942
1559,24,2,10/10/2019 2:51:00 PM,3100 BLOCK F ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,10/10/2019 2:51:04 PM,10,51,4,228,-75.1178,39.9954
1560,24,2,3/5/2019 11:37:00 PM,3000 BLOCK RUTH ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,3/5/2019 11:37:04 PM,18,37,4,229,-75.1158,39.9946
1561,24,2,10/9/2019 7:16:00 PM,3000 BLOCK D ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,10/9/2019 7:16:04 PM,15,16,4,232,-75.1218,39.9951
1562,24,2,4/8/2019 11:35:00 AM,3000 BLOCK FRANKFORD AVE,700,Motor Vehicle Theft,EPD,242,Property Crime,MV Theft,4/8/2019 11:35:04 AM,7,35,4,234,-75.1137,39.9913
1563,24,2,7/9/2019 3:20:00 AM,2000 BLOCK E ELKHART ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,7/9/2019 3:20:04 AM,23,20,4,235,-75.1147,39.9919
1564,24,2,3/13/2019 12:23:00 AM,600 BLOCK E ALLEGHENY AVE,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,3/13/2019 12:23:04 AM,20,23,4,242,-75.1181,39.9971
1565,24,2,2/10/2019 11:00:00 AM,RUTH ST / E CLEARFIELD ST,300,Robbery Firearm,EPD,242,Violent Crime,Robbery,2/10/2019 11:00:04 AM,6,0,4,243,-75.1155,39.9947
1566,24,2,2/15/2019 3:21:00 PM,3100 BLOCK KENSINGTON AVE,600,Thefts,EPD,242,Property Crime,Larceny,2/15/2019 3:21:04 PM,10,21,4,247,-75.1152,39.9956
1567,24,2,12/1/2019 10:37:00 PM,3000 BLOCK BRADDOCK ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,12/1/2019 10:37:04 PM,17,37,4,253,-75.1134,39.9921
1568,24,2,4/18/2019 2:17:00 PM,500 BLOCK E INDIANA AVE,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,4/18/2019 2:17:04 PM,10,17,4,258,-75.1219,39.9944
1569,24,2,11/24/2019 1:06:00 AM,1900 BLOCK E LIPPINCOTT ST,600,Thefts,EPD,242,Property Crime,Larceny,11/24/2019 1:06:04 AM,20,6,4,266,-75.1135,39.9944
1570,24,2,12/21/2019 4:53:00 PM,500 BLOCK HART LN,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,12/21/2019 4:53:04 PM,11,53,4,277,-75.1218,39.9923
1571,24,2,8/18/2019 4:38:00 PM,HART LA / KENSINGTON AV,600,Thefts,EPD,242,Property Crime,Larceny,8/18/2019 4:38:04 PM,12,38,4,277,-75.1215,39.992
1572,24,2,8/10/2019 3:38:00 PM,500 BLOCK E CAMBRIA ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,8/10/2019 3:38:04 PM,11,38,4,284,-75.1207,39.9928
1573,24,2,9/22/2019 8:22:00 AM,500 BLOCK E CAMBRIA ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,9/22/2019 8:22:04 AM,4,22,4,285,-75.1216,39.9928
1574,24,2,11/15/2019 9:18:00 AM,800 BLOCK E ALLEGHENY AVE,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,11/15/2019 9:18:04 AM,4,18,4,287,-75.1154,39.9967
1575,24,2,12/7/2019 8:52:00 PM,1800 BLOCK E LIPPINCOTT ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,12/7/2019 8:52:04 PM,15,52,4,291,-75.1136,39.9949
1576,24,2,5/3/2019 3:59:00 AM,3000 BLOCK F ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,5/3/2019 3:59:04 AM,23,59,4,293,-75.1181,39.994
1577,24,2,8/28/2019 3:00:00 PM,600 BLOCK E CLEMENTINE ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,8/28/2019 3:00:04 PM,11,0,4,293,-75.1187,39.9959
1578,24,2,7/13/2019 4:14:00 PM,2900 BLOCK D ST,600,Thefts,EPD,242,Property Crime,Larceny,7/13/2019 4:14:04 PM,12,14,4,300,-75.1221,39.9934
1579,24,2,2/11/2019 7:22:00 AM,1900 BLOCK E BIRCH ST,400,Aggravated Assault Firearm,EPD,242,Violent Crime,Agg. Assault,2/11/2019 7:22:04 AM,2,22,4,306,-75.1179,39.9921
1580,24,2,12/26/2019 3:52:00 PM,3100 BLOCK KENSINGTON AVE,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,12/26/2019 3:52:04 PM,10,52,4,308,-75.1144,39.996
1581,24,2,6/18/2019 12:23:00 PM,3000 BLOCK RUTH ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,6/18/2019 12:23:04 PM,8,23,4,308,-75.1164,39.9943
1582,24,2,1/4/2019 6:20:00 PM,2800 BLOCK KENSINGTON AV,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,1/4/2019 6:20:04 PM,13,20,4,314,-75.1207,39.9924
1583,24,2,8/26/2019 6:56:00 PM,2000 BLOCK E STELLA ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,8/26/2019 6:56:04 PM,14,56,4,326,-75.1156,39.9916
1584,24,2,8/15/2019 10:49:00 PM,1900 BLOCK E WISHART ST,700,Motor Vehicle Theft,EPD,242,Property Crime,MV Theft,8/15/2019 10:49:04 PM,18,49,4,327,-75.1127,39.9944
1585,24,2,4/22/2019 10:02:00 PM,3100 BLOCK EMERALD ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,4/22/2019 10:02:04 PM,18,2,4,330,-75.1136,39.9931
1586,24,2,6/14/2019 10:49:00 AM,2000 BLOCK E CLEMENTINE ST,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,6/14/2019 10:49:04 AM,6,49,4,331,-75.1125,39.9924
1587,24,2,1/8/2019 10:08:00 AM,D ST / E CLEARFIELD ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,1/8/2019 10:08:04 AM,5,8,4,337,-75.1216,39.9959
1588,24,2,9/16/2019 3:13:00 PM,700 BLOCK E ALLEGHENY AVE,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,9/16/2019 3:13:04 PM,11,13,4,347,-75.1174,39.997
1589,24,2,11/17/2019 9:58:00 AM,2900 BLOCK KENSINGTON AV,600,Thefts,EPD,242,Property Crime,Larceny,11/17/2019 9:58:04 AM,4,58,4,351,-75.1196,39.993
1590,24,2,8/19/2019 10:21:00 AM,1900 BLOCK E MONMOUTH ST,600,Thefts,EPD,242,Property Crime,Larceny,8/19/2019 10:21:04 AM,6,21,4,354,-75.1184,39.9917
1591,24,2,5/20/2019 10:39:00 AM,1800 BLOCK E CLEMENTINE ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,5/20/2019 10:39:04 AM,6,39,4,358,-75.1146,39.9954
1592,24,2,10/7/2019 9:23:00 PM,3100 BLOCK REACH ST,600,Thefts,EPD,242,Property Crime,Larceny,10/7/2019 9:23:04 PM,17,23,4,368,-75.1163,39.9954
1593,24,2,3/28/2019 9:14:00 AM,1800 BLOCK E ALLEGHENY AVE,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,3/28/2019 9:14:04 AM,5,14,4,370,-75.1134,39.9965
1594,24,2,7/24/2019 4:27:00 AM,1900 BLOCK E ELKHART ST,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,7/24/2019 4:27:04 AM,0,27,4,371,-75.1152,39.9926
1595,24,2,3/17/2019 3:34:00 PM,1800 BLOCK E ORLEANS ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,3/17/2019 3:34:04 PM,11,34,4,371,-75.1178,39.9933
1596,24,2,11/4/2019 1:34:00 PM,600 BLOCK E CLEMENTINE ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,11/4/2019 1:34:04 PM,8,34,4,373,-75.1179,39.9958
1597,24,2,1/11/2019 4:35:00 PM,3100 BLOCK REACH ST,600,Thefts,EPD,242,Property Crime,Larceny,1/11/2019 4:35:04 PM,11,35,4,373,-75.116,39.9968
1598,24,2,11/7/2019 3:35:00 PM,2800 BLOCK KENSINGTON AVE,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,11/7/2019 3:35:04 PM,10,35,4,375,-75.1208,39.9924
1599,24,2,4/16/2019 6:44:00 PM,3000 BLOCK GRANSBACK ST,600,Thefts,EPD,242,Property Crime,Larceny,4/16/2019 6:44:04 PM,14,44,4,379,-75.1214,39.9946
1600,24,2,11/2/2019 12:02:00 PM,3000 BLOCK E ST,700,Motor Vehicle Theft,EPD,242,Property Crime,MV Theft,11/2/2019 12:02:04 PM,8,2,4,381,-75.1199,39.995
1601,24,2,6/15/2019 12:57:00 PM,3100 BLOCK KENSINGTON AVE,600,Thefts,EPD,242,Property Crime,Larceny,6/15/2019 12:57:04 PM,8,57,4,384,-75.1158,39.9952
1602,24,2,11/6/2019 10:13:00 PM,3100 BLOCK G ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,11/6/2019 10:13:04 PM,17,13,4,386,-75.1156,39.9964
1603,24,2,3/17/2019 12:30:00 PM,2900 BLOCK D ST,400,Aggravated Assault Firearm,EPD,242,Violent Crime,Agg. Assault,3/17/2019 12:30:04 PM,8,30,4,397,-75.122,39.9938
1604,24,2,9/18/2019 11:09:00 AM,1800 BLOCK E CLEARFIELD ST,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,9/18/2019 11:09:04 AM,7,9,4,399,-75.1152,39.9944
1605,24,2,5/10/2019 12:23:00 PM,1800 BLOCK E CLEARFIELD ST,600,Thefts,EPD,242,Property Crime,Larceny,5/10/2019 12:23:04 PM,8,23,4,409,-75.1158,39.9951
1606,24,2,5/10/2019 4:04:00 PM,2800 BLOCK KENSINGTON AV,600,Thefts,EPD,242,Property Crime,Larceny,5/10/2019 4:04:04 PM,12,4,4,410,-75.1214,39.9921
1607,24,2,7/20/2019 1:28:00 AM,2900 BLOCK RUTH ST,600,Thefts,EPD,242,Property Crime,Larceny,7/20/2019 1:28:04 AM,21,28,4,429,-75.1186,39.993
1608,24,2,9/4/2019 2:49:00 PM,3100 BLOCK G ST,600,Thefts,EPD,242,Property Crime,Larceny,9/4/2019 2:49:04 PM,10,49,4,430,-75.1155,39.996
1609,24,2,1/6/2019 9:12:00 PM,3000 BLOCK E ST,300,Robbery Firearm,EPD,242,Violent Crime,Robbery,1/6/2019 9:12:04 PM,16,12,4,443,-75.1199,39.9951
1610,24,2,12/19/2019 9:41:00 PM,3100 BLOCK HARTVILLE ST,100,Homicide - Criminal,EPD,242,Violent Crime,Murder,12/19/2019 9:41:04 PM,16,41,4,443,-75.1201,39.9961
1611,24,2,6/29/2019 1:08:00 PM,3000 BLOCK KENSINGTON AVE,600,Thefts,EPD,242,Property Crime,Larceny,6/29/2019 1:08:04 PM,9,8,4,445,-75.1164,39.9948
1612,24,2,7/12/2019 2:33:00 AM,800 BLOCK E ALLEGHENY AVEALLEGHENY AVE,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,7/12/2019 2:33:04 AM,22,33,4,453,-75.1154,39.9967
1613,24,2,8/19/2019 3:27:00 AM,1800 BLOCK E LIPPINCOTT ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,8/19/2019 3:27:04 AM,23,27,4,454,-75.1142,39.9957
1614,24,2,2/3/2019 11:58:00 AM,2900 BLOCK KENSINGTON AV,600,Thefts,EPD,242,Property Crime,Larceny,2/3/2019 11:58:04 AM,6,58,4,469,-75.1199,39.9929
1615,24,2,11/12/2019 10:39:00 PM,2900 BLOCK KENSINGTON AVE,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,11/12/2019 10:39:04 PM,17,39,4,471,-75.1183,39.9939
1616,24,2,9/8/2019 6:42:00 PM,3100 BLOCK E ST,300,Robbery Firearm,EPD,242,Violent Crime,Robbery,9/8/2019 6:42:04 PM,14,42,4,472,-75.1195,39.9966
1617,24,2,3/15/2019 2:07:00 AM,700 BLOCK E ALLEGHENY AVE,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,3/15/2019 2:07:04 AM,22,7,4,472,-75.1174,39.997
1618,24,2,7/3/2019 5:22:00 PM,1800 BLOCK E CAMBRIA ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,7/3/2019 5:22:04 PM,13,22,4,472,-75.1194,39.9917
1619,24,2,4/21/2019 5:34:00 PM,1800 BLOCK E CLEARFIELD ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,4/21/2019 5:34:04 PM,13,34,4,474,-75.1158,39.9951
1620,24,2,5/7/2019 10:47:00 AM,1800 BLOCK E ALLEGHENY AVE,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,5/7/2019 10:47:04 AM,6,47,4,485,-75.1134,39.9965
1621,24,2,2/10/2019 1:37:00 AM,3000 BLOCK RORER ST,700,Motor Vehicle Theft,EPD,242,Property Crime,MV Theft,2/10/2019 1:37:04 AM,20,37,4,496,-75.1208,39.9947
1622,24,2,8/25/2019 8:37:00 PM,3000 BLOCK GRANSBACK ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,8/25/2019 8:37:04 PM,16,37,4,506,-75.1213,39.9949
1623,24,2,5/22/2019 12:35:00 AM,700 BLOCK E ALLEGHENY AVE,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,5/22/2019 12:35:04 AM,20,35,4,509,-75.1174,39.997
1624,24,2,4/28/2019 1:59:00 PM,2900 BLOCK RORER ST,400,Aggravated Assault Firearm,EPD,242,Violent Crime,Agg. Assault,4/28/2019 1:59:04 PM,9,59,4,518,-75.1213,39.9931
1625,24,2,2/28/2019 11:54:00 AM,800 BLOCK E ALLEGHENY AVE,700,Recovered Stolen Motor Vehicle,EPD,241,Property Crime,MV Theft,2/28/2019 11:54:04 AM,6,54,4,519,-75.1142,39.9966
1626,24,2,7/5/2019 10:44:00 PM,3000 BLOCK N E ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,7/5/2019 10:44:04 PM,18,44,4,525,-75.1199,39.9947
1627,24,2,2/19/2019 12:07:00 AM,3100 BLOCK HARTVILLE ST,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,2/19/2019 12:07:04 AM,19,7,4,525,-75.12,39.9965
1628,24,2,3/26/2019 12:07:00 PM,2900 BLOCK RUTH ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,3/26/2019 12:07:04 PM,8,7,4,528,-75.12,39.9923
1629,24,2,7/19/2019 6:46:00 AM,2900 BLOCK RUTH ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,7/19/2019 6:46:04 AM,2,46,4,528,-75.1184,39.9931
1630,24,2,4/4/2019 8:54:00 AM,3100 BLOCK JASPER ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,4/4/2019 8:54:04 AM,4,54,4,531,-75.1132,39.9947
1631,24,2,9/5/2019 1:26:00 PM,3100 BLOCK RORER ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,9/5/2019 1:26:04 PM,9,26,4,535,-75.1207,39.9958
1632,24,2,4/26/2019 4:11:00 PM,3100 BLOCK KENSINGTON AVE,600,Thefts,EPD,242,Property Crime,Larceny,4/26/2019 4:11:04 PM,12,11,4,544,-75.1143,39.9959
1633,24,2,6/19/2019 12:55:00 PM,3100 BLOCK WEYMOUTH ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,6/19/2019 12:55:04 PM,8,55,4,545,-75.1172,39.9957
1634,24,2,4/8/2019 8:41:00 AM,1900 BLOCK E BIRCH ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,4/8/2019 8:41:04 AM,4,41,4,545,-75.1179,39.992
1635,24,2,7/3/2019 1:12:00 PM,500 BLOCK E INDIANA AVE,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,7/3/2019 1:12:04 PM,9,12,4,546,-75.1219,39.9944
1636,24,2,10/1/2019 10:38:00 PM,3100 BLOCK REACH ST,400,Aggravated Assault Firearm,EPD,242,Violent Crime,Agg. Assault,10/1/2019 10:38:04 PM,18,38,4,558,-75.116,39.9961
1637,24,2,10/22/2019 5:37:00 PM,3000 BLOCK RUTH ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,10/22/2019 5:37:04 PM,13,37,4,564,-75.117,39.9939
1638,24,2,8/8/2019 12:08:00 PM,3000 BLOCK JOYCE ST,600,Thefts,EPD,242,Property Crime,Larceny,8/8/2019 12:08:04 PM,8,8,4,568,-75.1136,39.9924
1639,24,2,10/11/2019 5:40:00 PM,KENSINGTON AV / E ALLEGHENY AV,300,Robbery No Firearm,EPD,241,Violent Crime,Robbery,10/11/2019 5:40:04 PM,13,40,4,575,-75.1134,39.9965
1640,24,2,7/14/2019 3:41:00 AM,3100 BLOCK KENSINGTON AVE,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,7/14/2019 3:41:04 AM,23,41,4,579,-75.1158,39.9952
1641,24,2,7/14/2019 11:42:00 PM,3000 BLOCK HELEN ST,300,Robbery Firearm,EPD,242,Violent Crime,Robbery,7/14/2019 11:42:04 PM,19,42,4,580,-75.1144,39.9934
1642,24,2,6/30/2019 3:45:00 PM,2900 BLOCK D ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,6/30/2019 3:45:04 PM,11,45,4,596,-75.122,39.9937
1643,24,2,1/4/2019 1:33:00 PM,3000 BLOCK EMERALD ST,700,Motor Vehicle Theft,EPD,242,Property Crime,MV Theft,1/4/2019 1:33:04 PM,8,33,4,599,-75.1156,39.9921
1644,24,2,10/20/2019 12:34:00 AM,3100 BLOCK CUSTER ST,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,10/20/2019 12:34:04 AM,20,34,4,603,-75.1168,39.9953
1645,24,2,10/21/2019 1:39:00 PM,3100 BLOCK EMERALD ST,600,Thefts,EPD,242,Property Crime,Larceny,10/21/2019 1:39:04 PM,9,39,4,607,-75.1138,39.993
1646,24,2,2/10/2019 3:45:00 AM,1900 BLOCK E BIRCH ST,400,Aggravated Assault Firearm,EPD,242,Violent Crime,Agg. Assault,2/10/2019 3:45:04 AM,22,45,4,609,-75.1179,39.9921
1647,24,2,6/30/2019 4:51:00 PM,3000 BLOCK E ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,6/30/2019 4:51:04 PM,12,51,4,614,-75.12,39.9942
1648,24,2,6/5/2019 8:32:00 PM,2900 BLOCK KENSINGTON AVE,700,Motor Vehicle Theft,EPD,242,Property Crime,MV Theft,6/5/2019 8:32:04 PM,16,32,4,615,-75.1194,39.9931
1649,24,2,11/8/2019 1:04:00 PM,3000 BLOCK EMERALD ST,700,Motor Vehicle Theft,EPD,242,Property Crime,MV Theft,11/8/2019 1:04:04 PM,8,4,4,616,-75.1155,39.9921
1650,24,2,6/18/2019 7:30:00 PM,3100 BLOCK KENSINGTON AVE,500,Burglary Non-Residential,EPD,242,Property Crime,Burglary,6/18/2019 7:30:04 PM,15,30,4,617,-75.115,39.9955
1651,24,2,12/22/2019 5:32:00 PM,1900 BLOCK E MONMOUTH ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,12/22/2019 5:32:04 PM,12,32,4,629,-75.1182,39.9914
1652,24,2,12/22/2019 5:49:00 AM,3000 BLOCK KENSINGTON AVE,700,Motor Vehicle Theft,EPD,242,Property Crime,MV Theft,12/22/2019 5:49:04 AM,0,49,4,631,-75.1181,39.9938
1653,24,2,4/19/2019 9:14:00 AM,1800 BLOCK E ORLEANS ST,300,Robbery Firearm,EPD,242,Violent Crime,Robbery,4/19/2019 9:14:04 AM,5,14,4,632,-75.1177,39.9929
1654,24,2,4/20/2019 11:35:00 AM,3100 BLOCK RUTH ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,4/20/2019 11:35:04 AM,7,35,4,637,-75.1152,39.995
1655,24,2,1/12/2019 5:33:00 AM,800 BLOCK E ALLEGHENY AVE,300,Robbery Firearm,EPD,242,Violent Crime,Robbery,1/12/2019 5:33:04 AM,0,33,4,645,-75.1154,39.9967
1656,24,2,6/25/2019 3:25:00 AM,3100 BLOCK D ST,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,6/25/2019 3:25:04 AM,23,25,4,656,-75.1215,39.9966
1657,24,2,9/15/2019 10:22:00 AM,3100 BLOCK KENSINGTON AVE,600,Thefts,EPD,242,Property Crime,Larceny,9/15/2019 10:22:04 AM,6,22,4,657,-75.1158,39.9952
1658,24,2,2/19/2019 2:32:00 PM,3100 BLOCK KENSINGTON AV,600,Thefts,EPD,242,Property Crime,Larceny,2/19/2019 2:32:04 PM,9,32,4,658,-75.1138,39.9962
1659,24,2,10/30/2019 10:50:00 AM,800 BLOCK E ALLEGHENY AVE,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,10/30/2019 10:50:04 AM,6,50,4,660,-75.1154,39.9967
1660,24,2,3/15/2019 2:07:00 AM,700 BLOCK E ALLEGHENY AVE,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,3/15/2019 2:07:04 AM,22,7,4,660,-75.1174,39.997
1661,24,2,6/6/2019 1:05:00 PM,1900 BLOCK E ELKHART ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,6/6/2019 1:05:04 PM,9,5,4,661,-75.1151,39.9926
1662,24,2,7/29/2019 11:18:00 PM,3100 BLOCK KENSINGTON AVE,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,7/29/2019 11:18:04 PM,19,18,4,661,-75.1151,39.9954
1663,24,2,3/2/2019 4:09:00 PM,1900 BLOCK E MONMOUTH ST,400,Aggravated Assault Firearm,EPD,242,Violent Crime,Agg. Assault,3/2/2019 4:09:04 PM,11,9,4,664,-75.1186,39.9917
1664,24,2,10/29/2019 3:17:00 AM,3000 BLOCK EMERALD ST,600,Thefts,EPD,242,Property Crime,Larceny,10/29/2019 3:17:04 AM,23,17,4,668,-75.1167,39.9915
1665,24,2,9/18/2019 5:27:00 PM,2000 BLOCK E CLEARFIELD ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,9/18/2019 5:27:04 PM,13,27,4,668,-75.1138,39.9928
1666,24,2,5/11/2019 8:49:00 PM,3000 BLOCK E ST,600,Thefts,EPD,242,Property Crime,Larceny,5/11/2019 8:49:04 PM,16,49,4,679,-75.12,39.9942
1667,24,2,11/17/2019 9:24:00 AM,500 BLOCK E INDIANA AVE,500,Burglary Residential,EPD,242,Property Crime,Burglary,11/17/2019 9:24:04 AM,4,24,4,683,-75.1201,39.9942
1668,24,2,10/30/2019 8:50:00 AM,600 BLOCK E INDIANA AVE,700,Motor Vehicle Theft,EPD,242,Property Crime,MV Theft,10/30/2019 8:50:04 AM,4,50,4,689,-75.1186,39.994
1669,24,2,4/4/2019 8:48:00 AM,3100 BLOCK HURLEY ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,4/4/2019 8:48:04 AM,4,48,4,706,-75.1219,39.9966
1670,24,2,10/30/2019 11:06:00 AM,1900 BLOCK E CLEMENTINE ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,10/30/2019 11:06:04 AM,7,6,4,707,-75.1141,39.9942
1671,24,2,4/19/2019 12:39:00 AM,3100 BLOCK REACH ST,400,Aggravated Assault Firearm,EPD,242,Violent Crime,Agg. Assault,4/19/2019 12:39:04 AM,20,39,4,708,-75.1163,39.9955
1672,24,2,9/15/2019 6:26:00 PM,3000 BLOCK EMERALD ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,9/15/2019 6:26:04 PM,14,26,4,710,-75.1167,39.9915
1673,24,2,7/27/2019 9:15:00 AM,3000 BLOCK RUTH ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,7/27/2019 9:15:04 AM,5,15,4,723,-75.1178,39.9935
1674,24,2,12/3/2019 9:20:00 PM,500 BLOCK E ALLEGHENY AVE,300,Robbery Firearm,EPD,242,Violent Crime,Robbery,12/3/2019 9:20:04 PM,16,20,4,728,-75.1194,39.9972
1675,24,2,11/23/2019 1:17:00 AM,1800 BLOCK E ALLEGHENY AVE,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,11/23/2019 1:17:04 AM,20,17,4,736,-75.1134,39.9965
1676,24,2,10/23/2019 10:04:00 PM,1800 BLOCK E CLEARFIELD ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,10/23/2019 10:04:04 PM,18,4,4,736,-75.1158,39.9951
1677,24,2,5/27/2019 11:16:00 AM,1900 BLOCK E STELLA ST 1,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,5/27/2019 11:16:04 AM,7,16,4,747,-75.1161,39.9921
1678,24,2,5/5/2019 10:44:00 PM,2000 BLOCK E CLEARFIELD ST,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,5/5/2019 10:44:04 PM,18,44,4,752,-75.1138,39.9929
1679,24,2,12/31/2019 12:07:00 PM,3100 BLOCK F ST,600,Thefts,EPD,242,Property Crime,Larceny,12/31/2019 12:07:04 PM,7,7,4,757,-75.1176,39.9965
1680,24,2,11/3/2019 10:27:00 PM,3100 BLOCK KENSINGTON AVE,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,11/3/2019 10:27:04 PM,17,27,4,775,-75.1158,39.9952
