OBJECTID,DC_DIST,SECTOR,DISPATCH_DATE_TIME,LOCATION_BLOCK,UCR_GENERAL,TEXT_GENERAL_CODE,DIV_NAME,PSA_NUM,UCR_CATEGORY,UCR_Type,DISPATCH_DATE_TIME_MS,HH,MM,SS,SSS,x,y
1681,24,2,4/22/2019 3:52:00 PM,3100 BLOCK HARTVILLE ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,4/22/2019 3:52:04 PM,11,52,4,779,-75.12,39.996
1682,24,2,11/16/2019 11:48:00 PM,3000 BLOCK RORER ST,700,Motor Vehicle Theft,EPD,242,Property Crime,MV Theft,11/16/2019 11:48:04 PM,18,48,4,780,-75.121,39.9944
1683,24,2,12/18/2019 8:29:00 PM,3000 BLOCK POTTER ST,300,Robbery Firearm,EPD,242,Violent Crime,Robbery,12/18/2019 8:29:04 PM,15,29,4,781,-75.1175,39.9947
1684,24,2,4/5/2019 8:20:00 AM,3100 BLOCK CUSTER ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,4/5/2019 8:20:04 AM,4,20,4,796,-75.1168,39.9956
1685,24,2,6/1/2019 2:27:00 PM,2000 BLOCK E ELKHART ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,6/1/2019 2:27:04 PM,10,27,4,802,-75.1144,39.9915
1686,24,2,6/2/2019 2:04:00 PM,2000 BLOCK E ELKHART ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,6/2/2019 2:04:04 PM,10,4,4,803,-75.1144,39.9915
1687,24,2,12/25/2019 10:35:00 PM,500 BLOCK E INDIANA AVE,600,Thefts,EPD,242,Property Crime,Larceny,12/25/2019 10:35:04 PM,17,35,4,804,-75.1209,39.9943
1688,24,2,1/31/2019 6:06:00 PM,1800 BLOCK E ALLEGHENY AV,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,1/31/2019 6:06:04 PM,13,6,4,805,-75.1134,39.9965
1689,24,2,6/27/2019 6:17:00 PM,600 BLOCK E ALLEGHENY AVE,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,6/27/2019 6:17:04 PM,14,17,4,807,-75.1193,39.9972
1690,24,2,7/18/2019 6:37:00 PM,3100 BLOCK CUSTER ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,7/18/2019 6:37:04 PM,14,37,4,812,-75.1165,39.9959
1691,24,2,4/21/2019 8:29:00 AM,1900 BLOCK E WISHART ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,4/21/2019 8:29:04 AM,4,29,4,812,-75.1128,39.9947
1692,24,2,8/25/2019 2:52:00 PM,F ST / E ALLEGHENY AV,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,8/25/2019 2:52:04 PM,10,52,4,817,-75.1174,39.997
1693,24,2,3/7/2019 2:56:00 PM,3000 BLOCK KENSINGTON AVE,600,Thefts,EPD,242,Property Crime,Larceny,3/7/2019 2:56:04 PM,9,56,4,821,-75.1159,39.9951
1694,24,2,9/11/2019 8:19:00 AM,2000 BLOCK E ORLEANS ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,9/11/2019 8:19:04 AM,4,19,4,821,-75.1167,39.9914
1695,24,2,6/23/2019 8:40:00 AM,500 BLOCK E INDIANA AVE,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,6/23/2019 8:40:04 AM,4,40,4,822,-75.1204,39.9942
1696,24,2,1/28/2019 9:16:00 AM,1900 BLOCK E CLEARFIELD ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,1/28/2019 9:16:04 AM,4,16,4,824,-75.1147,39.9939
1697,24,2,1/3/2019 10:13:00 PM,2900 BLOCK KENSINGTON AV,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,1/3/2019 10:13:04 PM,17,13,4,824,-75.1196,39.993
1698,24,2,12/20/2019 9:37:00 AM,3000 BLOCK KENSINGTON AVE,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,12/20/2019 9:37:04 AM,4,37,4,833,-75.118,39.994
1699,24,2,11/7/2019 10:52:00 PM,1800 BLOCK E LIPPINCOTT ST,400,Aggravated Assault Firearm,EPD,242,Violent Crime,Agg. Assault,11/7/2019 10:52:04 PM,17,52,4,835,-75.114,39.9955
1700,24,2,12/19/2019 11:12:00 PM,3000 BLOCK F ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,12/19/2019 11:12:04 PM,18,12,4,837,-75.1181,39.994
1701,24,2,12/21/2019 2:27:00 PM,3100 BLOCK E ST,600,Thefts,EPD,242,Property Crime,Larceny,12/21/2019 2:27:04 PM,9,27,4,838,-75.1195,39.9968
1702,24,2,1/3/2019 7:04:00 PM,1800 BLOCK E LIPPINCOTT ST,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,1/3/2019 7:04:04 PM,14,4,4,842,-75.1145,39.9958
1703,24,2,3/15/2019 2:07:00 AM,700 BLOCK E ALLEGHENY AVE,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,3/15/2019 2:07:04 AM,22,7,4,843,-75.1174,39.997
1704,24,2,8/2/2019 10:59:00 PM,3100 BLOCK F ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,8/2/2019 10:59:04 PM,18,59,4,867,-75.1178,39.9954
1705,24,2,3/17/2019 7:58:00 PM,3100 BLOCK REACH ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,3/17/2019 7:58:04 PM,15,58,4,874,-75.1162,39.9958
1706,24,2,1/7/2019 2:51:00 PM,1800 BLOCK E MONMOUTH ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,1/7/2019 2:51:04 PM,9,51,4,874,-75.1197,39.993
1707,24,2,2/12/2019 10:15:00 PM,2800 BLOCK STOUTON ST,300,Robbery Firearm,EPD,242,Violent Crime,Robbery,2/12/2019 10:15:04 PM,17,15,4,878,-75.1205,39.9914
1708,24,2,8/1/2019 8:41:00 AM,1900 BLOCK E ORLEANS ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,8/1/2019 8:41:04 AM,4,41,4,879,-75.1172,39.9923
1709,24,2,5/2/2019 9:33:00 AM,500 BLOCK E ALLEGHENY AVE,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,5/2/2019 9:33:04 AM,5,33,4,899,-75.1212,39.9975
1710,24,2,2/2/2019 12:27:00 PM,3100 BLOCK KENSINGTON AVE,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,2/2/2019 12:27:04 PM,7,27,4,904,-75.1158,39.9952
1711,24,2,6/20/2019 1:05:00 AM,3100 BLOCK RORER ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,6/20/2019 1:05:04 AM,21,5,4,912,-75.1204,39.9964
1712,24,2,10/25/2019 10:55:00 AM,2900 BLOCK RUTH ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,10/25/2019 10:55:04 AM,6,55,4,924,-75.1191,39.9927
1713,24,2,10/19/2019 12:46:00 AM,800 BLOCK E ALLEGHENY AVE,400,Aggravated Assault Firearm,EPD,242,Violent Crime,Agg. Assault,10/19/2019 12:46:04 AM,20,46,4,937,-75.1154,39.9967
1714,24,2,1/12/2019 9:27:00 PM,3100 BLOCK KENSINGTON AV,600,Thefts,EPD,242,Property Crime,Larceny,1/12/2019 9:27:04 PM,16,27,4,940,-75.1149,39.9957
1715,24,2,3/30/2019 7:41:00 PM,3100 BLOCK HARTVILLE ST,400,Aggravated Assault Firearm,EPD,242,Violent Crime,Agg. Assault,3/30/2019 7:41:04 PM,15,41,4,943,-75.1202,39.9958
1716,24,2,5/10/2019 2:50:00 AM,3100 BLOCK REACH ST,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,5/10/2019 2:50:04 AM,22,50,4,944,-75.1163,39.9953
1717,24,2,4/16/2019 4:00:00 PM,3100 BLOCK JASPER ST,600,Thefts,EPD,242,Property Crime,Larceny,4/16/2019 4:00:04 PM,12,0,4,956,-75.1147,39.9939
1718,24,2,6/8/2019 8:32:00 PM,3000 BLOCK GRANSBACK ST,600,Thefts,EPD,242,Property Crime,Larceny,6/8/2019 8:32:04 PM,16,32,4,976,-75.1213,39.9949
1719,24,2,12/9/2019 8:13:00 AM,2900 BLOCK RORER ST,600,Thefts,EPD,242,Property Crime,Larceny,12/9/2019 8:13:04 AM,3,13,4,980,-75.121,39.9942
1720,24,2,12/10/2019 6:45:00 AM,500 BLOCK HART LN,500,Burglary Residential,EPD,242,Property Crime,Burglary,12/10/2019 6:45:04 AM,1,45,4,987,-75.1217,39.9924
1721,24,2,2/7/2019 11:21:00 AM,2000 BLOCK E ORLEANS ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,2/7/2019 11:21:04 AM,6,21,4,996,-75.1167,39.9914
1722,24,2,9/21/2019 4:57:00 PM,3000 BLOCK KENSINGTON AVE,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,9/21/2019 4:57:04 PM,12,57,4,999,-75.118,39.994
1723,24,2,1/14/2019 12:00:00 AM,3100 BLOCK D ST,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,1/14/2019 12:00:05 AM,19,0,5,4,-75.1217,39.996
1724,24,2,1/9/2019 10:46:00 AM,3100 BLOCK REACH ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,1/9/2019 10:46:05 AM,5,46,5,7,-75.1162,39.9961
1725,24,2,2/1/2019 7:54:00 PM,2800 BLOCK STOUTON ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,2/1/2019 7:54:05 PM,14,54,5,10,-75.1199,39.9916
1726,24,2,6/6/2019 10:51:00 PM,3100 BLOCK REACH ST,600,Thefts,EPD,242,Property Crime,Larceny,6/6/2019 10:51:05 PM,18,51,5,11,-75.1163,39.9953
1727,24,2,2/26/2019 6:07:00 PM,3000 BLOCK HARTVILLE ST,600,Thefts,EPD,242,Property Crime,Larceny,2/26/2019 6:07:05 PM,13,7,5,11,-75.1203,39.9949
1728,24,2,2/24/2019 6:58:00 AM,3000 BLOCK FRANKFORD AV,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,2/24/2019 6:58:05 AM,1,58,5,16,-75.1138,39.9913
1729,24,2,5/14/2019 12:08:00 PM,3000 BLOCK RORER ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,5/14/2019 12:08:05 PM,8,8,5,18,-75.121,39.9944
1730,24,2,8/16/2019 8:49:00 AM,3100 BLOCK JASPER ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,8/16/2019 8:49:05 AM,4,49,5,28,-75.1138,39.9943
1731,24,2,12/10/2019 11:56:00 AM,3100 BLOCK CUSTER ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,12/10/2019 11:56:05 AM,6,56,5,32,-75.1165,39.9968
1732,24,2,12/5/2019 4:36:00 PM,3100 BLOCK D ST,600,Thefts,EPD,242,Property Crime,Larceny,12/5/2019 4:36:05 PM,11,36,5,33,-75.1212,39.9975
1733,24,2,2/21/2019 6:56:00 PM,3100 BLOCK E ST,600,Thefts,EPD,242,Property Crime,Larceny,2/21/2019 6:56:05 PM,13,56,5,34,-75.1195,39.9968
1734,24,2,4/18/2019 2:19:00 PM,2900 BLOCK KENSINGTON AVE,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,4/18/2019 2:19:05 PM,10,19,5,40,-75.1196,39.9931
1735,24,2,4/18/2019 2:19:00 PM,2900 BLOCK KENSINGTON AVE,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,4/18/2019 2:19:05 PM,10,19,5,41,-75.1196,39.9931
1736,24,2,11/9/2019 7:08:00 PM,3100 BLOCK RORER ST,300,Robbery Firearm,EPD,242,Violent Crime,Robbery,11/9/2019 7:08:05 PM,14,8,5,46,-75.1207,39.9959
1737,24,2,10/26/2019 5:42:00 PM,1900 BLOCK E BIRCH ST,600,Thefts,EPD,242,Property Crime,Larceny,10/26/2019 5:42:05 PM,13,42,5,50,-75.1175,39.9914
1738,24,2,11/25/2019 4:50:00 PM,1800 BLOCK E ORLEANS ST,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,11/25/2019 4:50:05 PM,11,50,5,52,-75.1177,39.993
1739,24,2,1/16/2019 10:30:00 PM,1900 BLOCK E ORLEANS ST,500,Burglary Non-Residential,EPD,242,Property Crime,Burglary,1/16/2019 10:30:05 PM,17,30,5,55,-75.1173,39.9922
1740,24,2,11/14/2019 10:55:00 PM,1800 BLOCK E CLEMENTINE ST,400,Aggravated Assault Firearm,EPD,242,Violent Crime,Agg. Assault,11/14/2019 10:55:05 PM,17,55,5,56,-75.1138,39.9944
1741,24,2,11/15/2019 6:18:00 PM,2800 BLOCK KENSINGTON AV,600,Thefts,EPD,242,Property Crime,Larceny,11/15/2019 6:18:05 PM,13,18,5,82,-75.1215,39.992
1742,24,2,5/3/2019 4:50:00 PM,3100 BLOCK KENSINGTON AV ALLEGHENY AVE,600,Thefts,EPD,242,Property Crime,Larceny,5/3/2019 4:50:05 PM,12,50,5,88,-75.1144,39.996
1743,24,2,7/29/2019 7:05:00 PM,1800 BLOCK E ALLEGHENY AV,600,Thefts,EPD,242,Property Crime,Larceny,7/29/2019 7:05:05 PM,15,5,5,93,-75.1133,39.9963
1744,24,2,5/26/2019 1:35:00 AM,1800 BLOCK E HILTON ST,300,Robbery No Firearm,EPD,241,Violent Crime,Robbery,5/26/2019 1:35:05 AM,21,35,5,94,-75.1127,39.9968
1745,24,2,11/10/2019 7:21:00 PM,2900 BLOCK RORER ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,11/10/2019 7:21:05 PM,14,21,5,96,-75.1212,39.9936
1746,24,2,1/16/2019 5:49:00 PM,3000 BLOCK E ST,600,Thefts,EPD,242,Property Crime,Larceny,1/16/2019 5:49:05 PM,12,49,5,109,-75.1199,39.9948
1747,24,2,2/27/2019 12:56:00 AM,1800 BLOCK E ALLEGHENY AVE,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,2/27/2019 12:56:05 AM,19,56,5,109,-75.1128,39.9957
1748,24,2,11/12/2019 12:52:00 PM,3100 BLOCK KENSINGTON AVE,600,Thefts,EPD,242,Property Crime,Larceny,11/12/2019 12:52:05 PM,7,52,5,114,-75.1141,39.9961
1749,24,2,8/2/2019 12:16:00 PM,2000 BLOCK E CLEARFIELD ST,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,8/2/2019 12:16:05 PM,8,16,5,120,-75.1138,39.9929
1750,24,2,7/2/2019 1:19:00 PM,2800 BLOCK KENSINGTON AVE,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,7/2/2019 1:19:05 PM,9,19,5,122,-75.121,39.9924
1751,24,2,8/28/2019 5:53:00 AM,1800 BLOCK E CAMBRIA ST,600,Thefts,EPD,242,Property Crime,Larceny,8/28/2019 5:53:05 AM,1,53,5,123,-75.1203,39.9926
1752,24,2,9/1/2019 1:06:00 AM,1800 BLOCK E WISHART ST,600,Thefts,EPD,242,Property Crime,Larceny,9/1/2019 1:06:05 AM,21,6,5,124,-75.1138,39.996
1753,24,2,3/21/2019 12:37:00 PM,3100 BLOCK D ST,600,Thefts,EPD,242,Property Crime,Larceny,3/21/2019 12:37:05 PM,8,37,5,127,-75.1212,39.9975
1754,24,2,3/22/2019 8:46:00 AM,700 BLOCK E ALLEGHENY AV,600,Thefts,EPD,242,Property Crime,Larceny,3/22/2019 8:46:05 AM,4,46,5,127,-75.1174,39.997
1755,24,2,4/25/2019 12:38:00 PM,600 BLOCK E INDIANA AVE,600,Thefts,EPD,242,Property Crime,Larceny,4/25/2019 12:38:05 PM,8,38,5,129,-75.1195,39.9941
1756,24,2,9/6/2019 12:24:00 AM,3000 BLOCK F ST,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,9/6/2019 12:24:05 AM,20,24,5,137,-75.1181,39.994
1757,24,2,7/16/2019 5:58:00 PM,3000 BLOCK D ST,400,Aggravated Assault Firearm,EPD,242,Violent Crime,Agg. Assault,7/16/2019 5:58:05 PM,13,58,5,140,-75.1217,39.9956
1758,24,2,2/13/2019 4:34:00 PM,2800 BLOCK KENSINGTON AVE,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,2/13/2019 4:34:05 PM,11,34,5,145,-75.121,39.9924
1759,24,2,8/9/2019 9:08:00 AM,800 BLOCK E ALLEGHENY AVE,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,8/9/2019 9:08:05 AM,5,8,5,162,-75.1154,39.9967
1760,24,2,3/9/2019 8:12:00 AM,1800 BLOCK E MONMOUTH ST,600,Thefts,EPD,242,Property Crime,Larceny,3/9/2019 8:12:05 AM,3,12,5,164,-75.119,39.9924
1761,24,2,5/26/2019 1:57:00 PM,600 BLOCK E WISHART ST,600,Thefts,EPD,242,Property Crime,Larceny,5/26/2019 1:57:05 PM,9,57,5,168,-75.119,39.9967
1762,24,2,6/3/2019 10:31:00 PM,3100 BLOCK JASPER ST,600,Thefts,EPD,242,Property Crime,Larceny,6/3/2019 10:31:05 PM,18,31,5,169,-75.114,39.9942
1763,24,2,1/4/2019 7:53:00 AM,1800 BLOCK E MONMOUTH ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,1/4/2019 7:53:05 AM,2,53,5,178,-75.1197,39.993
1764,24,2,5/4/2019 7:11:00 AM,500 BLOCK E INDIANA AVE,600,Thefts,EPD,242,Property Crime,Larceny,5/4/2019 7:11:05 AM,3,11,5,183,-75.1207,39.9942
1765,24,2,1/11/2019 6:54:00 PM,1800 BLOCK E ALLEGHENY AVE,600,Thefts,EPD,241,Property Crime,Larceny,1/11/2019 6:54:05 PM,13,54,5,184,-75.1132,39.9964
1766,24,2,8/31/2019 11:46:00 PM,3100 BLOCK POTTER ST,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,8/31/2019 11:46:05 PM,19,46,5,189,-75.1156,39.9959
1767,24,2,11/13/2019 10:11:00 PM,700 BLOCK E CLEARFIELD ST,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,11/13/2019 10:11:05 PM,17,11,5,199,-75.1177,39.9954
1768,24,2,4/20/2019 10:56:00 AM,1800 BLOCK E CLEMENTINE ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,4/20/2019 10:56:05 AM,6,56,5,205,-75.1143,39.9951
1769,24,2,8/14/2019 8:04:00 AM,1800 BLOCK E ALLEGHENY AVE,600,Thefts,EPD,242,Property Crime,Larceny,8/14/2019 8:04:05 AM,4,4,5,212,-75.1134,39.9965
1770,24,2,4/28/2019 10:06:00 AM,2900 BLOCK RORER ST,700,Motor Vehicle Theft,EPD,242,Property Crime,MV Theft,4/28/2019 10:06:05 AM,6,6,5,218,-75.1212,39.993
1771,24,2,5/5/2019 8:26:00 PM,600 BLOCK E ALLEGHENY AVE,500,Burglary Residential,EPD,242,Property Crime,Burglary,5/5/2019 8:26:05 PM,16,26,5,220,-75.1188,39.9971
1772,24,2,9/21/2019 7:05:00 PM,1900 BLOCK E LIPPINCOTT ST,600,Thefts,EPD,242,Property Crime,Larceny,9/21/2019 7:05:05 PM,15,5,5,221,-75.1134,39.9944
1773,24,2,7/27/2019 5:59:00 PM,3000 BLOCK RORER ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,7/27/2019 5:59:05 PM,13,59,5,222,-75.1207,39.9951
1774,24,2,7/5/2019 12:12:00 PM,2900 BLOCK D STREET,600,Thefts,EPD,242,Property Crime,Larceny,7/5/2019 12:12:05 PM,8,12,5,225,-75.1221,39.9933
1775,24,2,12/16/2019 9:59:00 AM,3000 BLOCK HARTVILLE ST,400,Aggravated Assault Firearm,EPD,242,Violent Crime,Agg. Assault,12/16/2019 9:59:05 AM,4,59,5,236,-75.1204,39.9948
1776,24,2,10/7/2019 2:45:00 AM,1800 BLOCK E WISHART ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,10/7/2019 2:45:05 AM,22,45,5,238,-75.114,39.9961
1777,24,2,10/13/2019 10:03:00 PM,2000 BLOCK E CLEMENTINE ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,10/13/2019 10:03:05 PM,18,3,5,240,-75.1129,39.9928
1778,24,2,8/11/2019 9:01:00 AM,2800 BLOCK KENSINGTON AVE,500,Burglary Non-Residential,EPD,242,Property Crime,Burglary,8/11/2019 9:01:05 AM,5,1,5,244,-75.121,39.9922
1779,24,2,8/23/2019 3:50:00 AM,3000 BLOCK D ST,600,Thefts,EPD,242,Property Crime,Larceny,8/23/2019 3:50:05 AM,23,50,5,252,-75.122,39.9945
1780,24,2,5/14/2019 12:03:00 PM,1800 BLOCK E LIPPINCOTT ST,700,Motor Vehicle Theft,EPD,242,Property Crime,MV Theft,5/14/2019 12:03:05 PM,8,3,5,253,-75.1142,39.9955
1781,24,2,4/9/2019 6:13:00 PM,3000 BLOCK HARTVILLE ST,400,Aggravated Assault Firearm,EPD,242,Violent Crime,Agg. Assault,4/9/2019 6:13:05 PM,14,13,5,257,-75.1204,39.9951
1782,24,2,7/22/2019 7:19:00 PM,3100 BLOCK KENSINGTON AV,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,7/22/2019 7:19:05 PM,15,19,5,265,-75.114,39.9962
1783,24,2,8/6/2019 2:38:00 PM,3100 BLOCK F ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,8/6/2019 2:38:05 PM,10,38,5,270,-75.1174,39.9965
1784,24,2,7/6/2019 10:21:00 PM,500 BLOCK E ALLEGHENY AVE,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,7/6/2019 10:21:05 PM,18,21,5,276,-75.1212,39.9975
1785,24,2,6/10/2019 12:44:00 AM,2900 BLOCK RUTH ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,6/10/2019 12:44:05 AM,20,44,5,277,-75.1199,39.9923
1786,24,2,6/23/2019 3:27:00 PM,3100 BLOCK FRANKFORD AV,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,6/23/2019 3:27:05 PM,11,27,5,278,-75.1128,39.9918
1787,24,2,8/8/2019 4:41:00 PM,3000 BLOCK F ST,600,Thefts,EPD,242,Property Crime,Larceny,8/8/2019 4:41:05 PM,12,41,5,283,-75.1181,39.994
1788,24,2,7/1/2019 6:07:00 AM,3000 BLOCK POTTER ST,700,Motor Vehicle Theft,EPD,242,Property Crime,MV Theft,7/1/2019 6:07:05 AM,2,7,5,287,-75.1169,39.995
1789,24,2,7/8/2019 8:14:00 PM,3100 BLOCK KENSINGTON AV,600,Thefts,EPD,242,Property Crime,Larceny,7/8/2019 8:14:05 PM,16,14,5,289,-75.1151,39.9954
1790,24,2,8/19/2019 2:09:00 AM,KENSINGTON AV / E ALLEGHENY AV,600,Thefts,EPD,241,Property Crime,Larceny,8/19/2019 2:09:05 AM,22,9,5,294,-75.1133,39.9965
1791,24,2,6/16/2019 11:11:00 PM,3000 BLOCK EMERALD ST,600,Thefts,EPD,242,Property Crime,Larceny,6/16/2019 11:11:05 PM,19,11,5,294,-75.1156,39.992
1792,24,2,9/14/2019 5:53:00 PM,1800 BLOCK TORRESDALE AVE,600,Thefts,EPD,241,Property Crime,Larceny,9/14/2019 5:53:05 PM,13,53,5,297,-75.1133,39.9965
1793,24,2,5/9/2019 9:35:00 PM,800 BLOCK E ALLEGHENY AVE,600,Thefts,EPD,242,Property Crime,Larceny,5/9/2019 9:35:05 PM,17,35,5,300,-75.1154,39.9967
1794,24,2,9/23/2019 12:33:00 PM,3000 BLOCK POTTER ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,9/23/2019 12:33:05 PM,8,33,5,308,-75.1173,39.9948
1795,24,2,9/23/2019 1:20:00 PM,3000 BLOCK POTTER ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,9/23/2019 1:20:05 PM,9,20,5,308,-75.1173,39.9948
1796,24,2,10/3/2019 11:17:00 AM,3100 BLOCK FRANKFORD AVE,300,Robbery Firearm,EPD,242,Violent Crime,Robbery,10/3/2019 11:17:05 AM,7,17,5,330,-75.1128,39.9918
1797,24,2,11/18/2019 6:15:00 PM,1800 BLOCK E CLEARFIELD ST,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,11/18/2019 6:15:05 PM,13,15,5,339,-75.1158,39.9951
1798,24,2,1/15/2019 1:51:00 PM,700 BLOCK E ALLEGHENY AVE,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,1/15/2019 1:51:05 PM,8,51,5,340,-75.1174,39.997
1799,24,2,12/12/2019 6:29:00 PM,500 BLOCK E CLEARFIELD ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,12/12/2019 6:29:05 PM,13,29,5,341,-75.1216,39.9959
1800,24,2,8/13/2019 2:44:00 PM,3100 BLOCK KENSINGTON AV ALLEGHENY AVE,600,Thefts,EPD,242,Property Crime,Larceny,8/13/2019 2:44:05 PM,10,44,5,345,-75.1158,39.9952
1801,24,2,3/7/2019 1:06:00 PM,1800 BLOCK E MONMOUTH ST,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,3/7/2019 1:06:05 PM,8,6,5,347,-75.1197,39.993
1802,24,2,6/6/2019 1:04:00 AM,2000 BLOCK E STELLA ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,6/6/2019 1:04:05 AM,21,4,5,348,-75.1155,39.9913
1803,24,2,3/6/2019 1:31:00 AM,1900 BLOCK E CLEARFIELD ST 1,400,Aggravated Assault No Firearm,EPD,242,Violent Crime,Agg. Assault,3/6/2019 1:31:05 AM,20,31,5,349,-75.1144,39.9937
1804,24,2,6/2/2019 10:23:00 AM,1800 BLOCK E WISHART ST,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,6/2/2019 10:23:05 AM,6,23,5,349,-75.114,39.9961
1805,24,2,2/23/2019 2:25:00 PM,800 BLOCK E ALLEGHENY AVE,300,Robbery No Firearm,EPD,242,Violent Crime,Robbery,2/23/2019 2:25:05 PM,9,25,5,350,-75.1154,39.9967
1806,24,2,1/11/2019 1:02:00 PM,3100 BLOCK JASPER ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,1/11/2019 1:02:05 PM,8,2,5,356,-75.1147,39.9939
1807,24,2,12/14/2019 4:17:00 PM,1800 BLOCK E MONMOUTH ST,600,Thefts,EPD,242,Property Crime,Larceny,12/14/2019 4:17:05 PM,11,17,5,366,-75.1186,39.9919
1808,24,2,1/7/2019 6:12:00 AM,1800 BLOCK E CLEARFIELD ST,600,Theft from Vehicle,EPD,242,Property Crime,Larceny,1/7/2019 6:12:05 AM,1,12,5,368,-75.115,39.9942
1809,24,2,5/16/2019 2:11:00 PM,1800 BLOCK E CLEMENTINE ST,600,Thefts,EPD,242,Property Crime,Larceny,5/16/2019 2:11:05 PM,10,11,5,369,-75.1141,39.9948
1810,24,2,4/16/2019 5:31:00 PM,1800 BLOCK E CAMBRIA ST,500,Burglary Residential,EPD,242,Property Crime,Burglary,4/16/2019 5:31:05 PM,13,31,5,371,-75.1195,39.9919
1811,24,2,4/30/2019 6:59:00 PM,3100 BLOCK HURLEY ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,4/30/2019 6:59:05 PM,14,59,5,375,-75.1218,39.9968
1812,24,2,8/24/2019 8:20:00 PM,3000 BLOCK HELEN ST,700,Recovered Stolen Motor Vehicle,EPD,242,Property Crime,MV Theft,8/24/2019 8:20:05 PM,16,20,5,380,-75.1144,39.9934
